prefix,uri
aers,http://aers.data2semantics.org/resource/
li,http://def.seegrid.csiro.au/isotc211/iso19115/2003/lineage#
webbox,http://webbox.ecs.soton.ac.uk/ns#
bk,http://www.provbook.org/ns/#
finlaw,http://purl.org/finlex/schema/laki/
atlas,http://rdf.ebi.ac.uk/resource/atlas/
wikterms,http://wiktionary.dbpedia.org/terms/
lodac,http://lod.ac/ns/lodac#
ecrm,http://erlangen-crm.org/current/
esco,http://data.europa.eu/esco/model#
opllic,http://www.openlinksw.com/ontology/licenses#
who,http://www.who.int/vocab/ontology#
npgx,http://ns.nature.com/extensions/
mb,http://dbtune.org/musicbrainz/resource/instrument/
qud,http://qudt.org/1.1/schema/qudt#
verb,https://w3id.org/verb/
dossier,https://data.omgeving.vlaanderen.be/ns/dossier#
shex,http://www.w3.org/ns/shex#
water,http://escience.rpi.edu/ontology/semanteco/2/0/water.owl#
moac,http://observedchange.com/moac/ns#
coll,http://purl.org/co/
drm,http://vocab.data.gov/def/drm#
mrel,http://id.loc.gov/vocabulary/relators/
twaapi,http://purl.org/twc/vocab/aapi-schema#
dpc,http://hospee.org/ontologies/dpc/
guo,http://purl.org/hpi/guo#
sirext,http://t.me/sirextt/247:
mged,http://mged.sourceforge.net/ontologies/MGEDOntology.owl#
onc,http://www.ics.forth.gr/isl/oncm/core#
chembl,http://rdf.ebi.ac.uk/terms/chembl#
dcite,http://purl.org/spar/datacite/
ls,http://linkedspending.aksw.org/instance/
sdmxd,http://purl.org/linked-data/sdmx/2009/dimension#
osgeom,http://data.ordnancesurvey.co.uk/ontology/geometry/
eui,http://institutions.publicdata.eu/#
rankrage,https://rankrage.de/
ext,http://def.seegrid.csiro.au/isotc211/iso19115/2003/extent#
wlo,http://purl.org/ontology/wo/
od,http://purl.org/twc/vocab/opendap#
vsws,http://verticalsearchworks.com/ontology/synset#
gawd,http://gawd.atlantides.org/terms/
cvbase,http://purl.org/captsolo/resume-rdf/0.2/base#
rmo,http://eatld.et.tu-dresden.de/rmo#
ses,http://lod.taxonconcept.org/ses/
fam,http://vocab.fusepool.info/fam#
art,http://w3id.org/art/terms/1.0/
emoca,http://ns.inria.fr/emoca#
cpant,http://purl.org/NET/cpan-uri/terms#
wro,http://purl.org/net/wf4ever/ro#
tw,http://tw.rpi.edu/schema/
eunis,http://eunis.eea.europa.eu/rdf/species-schema.rdf#
particip,http://purl.org/vocab/participation/schema#
obsm,http://rdf.geospecies.org/methods/observationMethod#
scor,http://purl.org/eis/vocab/scor#
rdarel2,http://metadataregistry.org/uri/schema/RDARelationshipsGR2/
ctorg,http://purl.org/ctic/infraestructuras/organizacion#
sbench,http://swat.cse.lehigh.edu/onto/univ-bench.owl#
swperson,http://data.semanticweb.org/person/
delta,http://www.w3.org/2004/delta#
ianarel,https://www.w3.org/ns/iana/link-relations/relation#
ox,http://vocab.ox.ac.uk/projectfunding#
accom,http://purl.org/acco/ns#
viskoo,http://trust.utep.edu/visko/ontology/visko-operator-v3.owl#
fincaselaw,http://purl.org/finlex/schema/oikeus/
stats,http://purl.org/rdfstats/stats#
rdarel,http://rdvocab.info/RDARelationshipsWEMI/
lexvo,http://lexvo.org/ontology#
rdacontent,http://rdvocab.info/termList/RDAContentType/
ntag,http://ns.inria.fr/nicetag/2010/09/09/voc#
bgn,http://bibliograph.net/schemas/
cbase,http://ontologycentral.com/2010/05/cb/vocab#
mt,http://www.w3.org/2001/sw/DataAccess/tests/test-manifest#
pingback,http://purl.org/net/pingback/
dbpr,http://dbpedia.org/resource/
dqm,http://purl.org/dqm-vocabulary/v1/dqm#
lcy,http://purl.org/vocab/lifecycle/schema#
tis,http://www.ontologydesignpatterns.org/cp/owl/timeindexedsituation.owl#
hasco,http://hadatac.org/ont/hasco/
ost,http://w3id.org/ost/ns#
latitude,https://www.w3.org/2006/vcard/ns#latitude#
app,http://jmvanel.free.fr/ontology/software_applications.n3#
vsw,http://verticalsearchworks.com/ontology/
icane,http://www.icane.es/opendata/vocab#
lsc,http://linkedscience.org/lsc/ns#
xlime,http://xlime-project.org/vocab/
emtr,http://purl.org/NET/ssnext/electricmeters#
onssprel,http://www.ordnancesurvey.co.uk/ontology/SpatialRelations/v0.2/SpatialRelations.owl#
fcp,http://www.newmedialab.at/fcp/
bwb,http://doc.metalex.eu/bwb/ontology/
goog,http://schema.googleapis.com/
mmd,http://musicbrainz.org/ns/mmd-1.0#
vdpp,http://data.lirmm.fr/ontologies/vdpp#
quty,http://www.telegraphis.net/ontology/measurement/quantity#
rdamt,http://rdaregistry.info/termList/RDAMediaType/
call,http://webofcode.org/wfn/call:
viskov,http://trust.utep.edu/visko/ontology/visko-view-v3.owl#
nidm,http://nidm.nidash.org/
opencyc,http://sw.opencyc.org/concept/
dpd,http://www.kanzaki.com/ns/dpd#
pois,http://purl.oclc.org/POIS/vcblr#
mico,http://www.mico-project.eu/ns/platform/1.0/schema#
swpatho,http://swpatho.ag-nbi.de/context/meta.owl#
geocontext,http://www.geocontext.org/publ/2013/vocab#
oss,http://opendata.caceres.es/def/ontosemanasanta#
ccrel,http://creativecommons.org/ns#
raul,http://vocab.deri.ie/raul#
graffle,http://purl.org/twc/vocab/vsr/graffle#
clinic,http://example.com/clinic#
tsioc,http://rdfs.org/sioc/types#
w3po,http://purl.org/provenance/w3p/w3po#
dannet,http://www.wordnet.dk/owl/instance/2009/03/instances/
viso,http://purl.org/viso/
oan,http://data.lirmm.fr/ontologies/oan/
mvco,http://purl.oclc.org/NET/mvco.owl#
ordf,http://purl.org/NET/ordf/
gadm,http://gadm.geovocab.org/ontology#
thors,http://resource.geosciml.org/ontology/timescale/thors#
oplcert,http://www.openlinksw.com/schemas/cert#
mv,http://schema.mobivoc.org/
cpsv,http://purl.org/vocab/cpsv#
saif,http://wwwiti.cs.uni-magdeburg.de/~srahman/
dogont,http://elite.polito.it/ontologies/dogont.owl#
biotop,http://purl.org/biotop/biotop.owl#
pvcs,http://purl.org/twc/vocab/pvcs#
rdl,http://data.posccaesar.org/rdl/
vapour,http://vapour.sourceforge.net/vocab.rdf#
evident,http://purl.org/net/evident#
situ,http://www.ontologydesignpatterns.org/cp/owl/situation.owl#
rdarole,http://rdvocab.info/roles/
prviv,http://purl.org/net/provenance/integrity#
bdd,https://api.bloomberg.com/eap/catalogs/bbg/fields/
odapp,http://vocab.deri.ie/odapp#
faq,http://www.openlinksw.com/ontology/faq#
pnt,http://data.press.net/ontology/tag/
security,http://securitytoolbox.appspot.com/securityMain#
frb,http://frb.270a.info/dataset/
radion,http://www.w3.org/ns/radion#
roevo,http://purl.org/wf4ever/roevo#
oh,http://semweb.mmlab.be/ns/oh#
agls,http://www.agls.gov.au/agls/terms/
voidp,http://www.enakting.org/provenance/voidp/
esequip,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/equipamiento#
bgcat,http://bg.dbpedia.org/resource/\u041a\u0430\u0442\u0435\u0433\u043e\u0440\u0438\u044f:
rdafnm,http://rdaregistry.info/termList/FormNoteMus/
rdasoi,http://rdaregistry.info/termList/statIdentification/
vrank,http://purl.org/voc/vrank#
gl,http://schema.geolink.org/
fao,http://fao.270a.info/dataset/
s3db,http://www.s3db.org/core#
antenne,https://data.zendantennes.omgeving.vlaanderen.be/ns/zendantenne#
kbv,https://id.kb.se/vocab/
dbtont,http://dbtropes.org/ont/
scoro,http://purl.org/spar/scoro/
holding,http://purl.org/ontology/holding#
gs1,https://gs1.org/voc/
gf,http://def.seegrid.csiro.au/isotc211/iso19109/2005/feature#
bl,https://w3id.org/biolink/vocab/
pni,http://data.press.net/ontology/identifier/
sao,http://salt.semanticauthoring.org/ontologies/sao#
ostop,http://www.ordnancesurvey.co.uk/ontology/Topography/v0.1/Topography.owl#
kees,http://linkeddata.center/kees/v1#
dcoid,http://dx.deepcarbon.net/
vvo,http://purl.org/vvo/ns#
scufl2,http://ns.taverna.org.uk/2010/scufl2#
ljkl,http://teste.com/
opmo,http://openprovenance.org/model/opmo#
olad,http://openlad.org/vocab#
dbcat,http://dbpedia.org/resource/Category:
odv,http://reference.data.gov.uk/def/organogram/
jjd,http://www.joshuajeeson.com/
insdc,http://ddbj.nig.ac.jp/ontologies/sequence#
infection,http://www.agfa.com/w3c/2009/infectiousDisorder#
pnc,http://data.press.net/ontology/classification/
lingvo,http://www.lingvoj.org/ontology#
rdafr,http://rdaregistry.info/termList/frequency/
wb,http://data.worldbank.org/
csp,http://vocab.deri.ie/csp#
property,http://fr.dbpedia.org/property/
decision,https://decision-ontology.googlecode.com/svn/trunk/decision.owl#
graves,http://rdf.muninn-project.org/ontologies/graves#
lexcz,http://purl.org/lex/cz#
nerd,http://nerd.eurecom.fr/ontology#
ifc,http://ifcowl.openbimstandards.org/IFC2X3_Final#
deps,http://ontologi.es/doap-deps#
provone,http://purl.org/provone#
ramon,http://rdfdata.eionet.europa.eu/ramon/ontology/
dcs,http://ontologi.es/doap-changeset#
ontopic,http://www.ontologydesignpatterns.org/ont/dul/ontopic.owl#
shacl,http://www.w3.org/ns/shacl#
oplprod,http://www.openlinksw.com/ontology/products#
ll,http://lodlaundromat.org/resource/
esaloj,http://vocab.linkeddata.es/datosabiertos/def/turismo/alojamiento#
qb4o,http://purl.org/olap#
rdai,http://rdaregistry.info/Elements/i/
fcs,http://clarin.eu/fcs/resource#
r4ta,http://ns.inria.fr/ratio4ta/v1#
snarm,http://rdf.myexperiment.org/ontologies/snarm/
gnvc,http://purl.org/gc/
rlnr,http://rdflivenews.aksw.org/resource/
roterms,http://purl.org/wf4ever/roterms#
isocat,http://www.isocat.org/datcat/
rdafrbr,http://rdvocab.info/uri/schema/FRBRentitiesRDA/
mmo,http://purl.org/momayo/mmo/
lden,http://www.linklion.org/lden/
wf4ever,http://purl.org/wf4ever/wf4ever#
pwo,http://purl.org/spar/pwo/
llo,http://lodlaundromat.org/ontology/
locwd,http://purl.org/locwd/schema#
uis,http://uis.270a.info/dataset/
geosp,http://rdf.geospecies.org/ont/geospecies#
agrd,http://agrinepaldata.com/
rml,http://semweb.mmlab.be/ns/rml#
wikim,http://spi-fm.uca.es/spdef/models/genericTools/wikim/1.0#
gm,http://def.seegrid.csiro.au/isotc211/iso19107/2003/geometry#
ottr,http://ns.ottr.xyz/templates#
bco,http://purl.obolibrary.org/obo/bco.owl#
vext,http://ldf.fi/void-ext#
passim,http://data.lirmm.fr/ontologies/passim#
frsad,http://iflastandards.info/ns/fr/frsad/
frbrer,http://iflastandards.info/ns/fr/frbr/frbrer/
gcis,http://data.globalchange.gov/gcis.owl#
odrs,http://schema.theodi.org/odrs#
asgv,http://aims.fao.org/aos/agrovoc/
rdacct,http://rdaregistry.info/termList/CollTitle/
pkm,http://www.ontotext.com/proton/protonkm#
xrd,http://docs.oasis-open.org/ns/xri/xrd-1.0#
contsem,http://contsem.unizar.es/def/sector-publico/contratacion#
dqv,http://www.w3.org/ns/dqv#
bcngeo,http://datos.bcn.cl/ontologies/bcn-geographics#
scip,http://lod.taxonconcept.org/ontology/sci_people.owl#
lmm1,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L1.owl#
being,http://purl.org/ontomedia/ext/common/being#
ogbd,http://www.ogbd.fr/2012/ontologie#
xapi,https://w3id.org/xapi/ontology#
gnm,http://www.geonames.org/ontology/mappings/
lmm2,http://www.ontologydesignpatterns.org/ont/lmm/LMM_L2.owl#
dash,http://datashapes.org/dash#
owlse,http://www.daml.org/services/owl-s/1.2/generic/Expression.owl#
stories,http://purl.org/ontology/stories/
oecc,http://www.oegov.org/core/owl/cc#
uta,http://uptheasset.org/ontology#
cmdm,http://infra.clarin.eu/cmd/
limoo,http://purl.org/LiMo/0.1/
c9d,http://purl.org/twc/vocab/conversion/
aws,http://purl.oclc.org/NET/ssnx/meteo/aws#
mmf,http://linkedmultimedia.org/sparql-mm/ns/1.0.0/function#
foo,http://filmontology.org/ontology/1.0/
employee,http://www.employee.com/data#
odpart,http://www.ontologydesignpatterns.org/cp/owl/participation.owl#
wn31,http://wordnet-rdf.princeton.edu/wn31/
bner,http://datos.bne.es/resource/
rvdata,http://data.rvdata.us/
affymetrix,http://bio2rdf.org/affymetrix_vocabulary:
mammal,http://lod.taxonconcept.org/ontology/p01/Mammalia/index.owl#
sg,http://name.scigraph.com/ontologies/core/
oml,http://def.seegrid.csiro.au/ontology/om/om-lite#
cjr,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/callejero#
pproc,http://contsem.unizar.es/def/sector-publico/pproc#
oprovo,http://openprovenance.org/ontology#
rdami,http://rdaregistry.info/termList/modeIssue/
pic,http://www.ipaw.info/ns/picaso#
wn20,http://www.w3.org/2006/03/wn/wn20/
lsmap,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#
pkgsrc,http://pkgsrc.co/schema#
spfood,http://kmi.open.ac.uk/projects/smartproducts/ontologies/food.owl#
rdatc,http://rdaregistry.info/termList/trackConfig/
amalgame,http://purl.org/vocabularies/amalgame#
origins,http://origins.link/
d2d,http://rdfns.org/d2d/
hlygt,http://www.holygoat.co.uk/owl/redwood/0.1/tags/
lexicon,http://www.example.org/lexicon#
tao,http://vocab.deri.ie/tao#
rdagd,http://rdaregistry.info/termList/gender/
nxs,http://www.neclimateus.org/
friends,http://www.openarchives.org/OAI/2.0/friends/
ogc,http://www.opengis.net/def/
bbcprov,http://www.bbc.co.uk/ontologies/provenance/
imf,http://imf.270a.info/dataset/
rdagw,http://rdaregistry.info/termList/grooveWidth/
npdv,http://sws.ifi.uio.no/vocab/npd#
static,http://vocab-ld.org/vocab/static-ld#
cbo,http://comicmeta.org/cbo/
location,http://sw.deri.org/2006/07/location/loc#
auto,http://auto.schema.org/
edgar,http://edgarwrap.ontologycentral.com/vocab/edgar#
vag,http://www.essepuntato.it/2013/10/vagueness/
form,http://deductions-software.com/ontologies/forms.owl.ttl#
allot,https://w3id.org/akn/ontology/allot#
laabs,http://dbpedia.org/resource/
bis,http://bis.270a.info/dataset/
ev,http://www.w3.org/2001/xml-events/
gpml,http://vocabularies.wikipathways.org/gpml#
mds,http://doc.metalex.eu/id/
topo,http://data.ign.fr/def/topo#
geod,http://vocab.lenka.no/geo-deling#
lda,http://purl.org/linked-data/api/vocab#
language,http://id.loc.gov/vocabulary/iso639-1/
company,http://intellimind.io/ns/company#
osadm,http://data.ordnancesurvey.co.uk/ontology/admingeo/
crsw,http://courseware.rkbexplorer.com/ontologies/courseware#
driver,http://deductions.github.io/drivers.owl.ttl#
locah,http://data.archiveshub.ac.uk/def/
vsso,http://automotive.eurecom.fr/vsso#
csv,http://vocab.sindice.net/csv/
vcard2006,http://www.w3.org/2006/vcard/ns#
citof,http://www.essepuntato.it/2013/03/cito-functions#
mod,http://www.isibang.ac.in/ns/mod#
dbptmpl,http://dbpedia.org/resource/Template:
saws,http://purl.org/saws/ontology#
ftcontent,http://www.ft.com/ontology/content/
adr,http://kg.artsdata.ca/resource/
opengov,http://www.w3.org/opengov#
beth,http://www.google.com/
pco,http://purl.org/procurement/public-contracts#
rdf123,http://rdf123.umbc.edu/ns/
sru,http://www.loc.gov/zing/srw/
lw,http://linkedwidgets.org/ontologies/
im,http://imgpedia.dcc.uchile.cl/resource/
omdoc,http://omdoc.org/ontology/
jpo,http://rdf.jpostdb.org/ontology/jpost.owl#
gq,http://genomequest.com/
bioc,http://deductions.github.io/biological-collections.owl.ttl#
bnf,http://www.w3.org/2000/10/swap/grammar/bnf#
merge,http://jazz.net/ns/lqe/merge/
lsd,http://linkedwidgets.org/statisticaldata/ontology/
rdabm,http://rdaregistry.info/termList/RDABaseMaterial/
eurostat,http://wifo5-04.informatik.uni-mannheim.de/eurostat/resource/eurostat/
geos,http://www.telegraphis.net/ontology/geography/geography#
gaf,http://groundedannotationframework.org/
msm,http://iserve.kmi.open.ac.uk/ns/msm#
dq,http://def.seegrid.csiro.au/isotc211/iso19115/2003/dataquality#
hr,http://iserve.kmi.open.ac.uk/ns/hrests#
mtlo,http://www.ics.forth.gr/isl/MarineTLO/v4/marinetlo.owl#
vmm,http://spi-fm.uca.es/spdef/models/genericTools/vmm/1.0#
galaksiya,http://ontoloji.galaksiya.com/vocab/
bgdbp,http://bg.dbpedia.org/property/
wfn,http://webofcode.org/wfn/
pcdt,http://purl.org/procurement/public-contracts-datatypes#
limo,http://www.purl.org/limo-ontology/limo#
muldicat,http://iflastandards.info/ns/muldicat#
rdag1,http://rdvocab.info/Elements/
ldvm,http://linked.opendata.cz/ontology/ldvm/
doi,https://doi.org/
jp1,http://rdf.muninn-project.org/ontologies/jp1/
xcql,http://docs.oasis-open.org/ns/search-ws/xcql#
phdd,http://rdf-vocabulary.ddialliance.org/phdd#
spdx,http://spdx.org/rdf/terms#
mocanal,http://www.semanticweb.org/asow/ontologies/2013/9/untitled-ontology-36#
maso,http://securitytoolbox.appspot.com/MASO#
bevon,http://rdfs.co/bevon/
dbrc,http://dbpedia.org/resource/Category:
tddo,http://databugger.aksw.org/ns/core#
tm,http://def.seegrid.csiro.au/isotc211/iso19108/2002/temporal#
acrt,http://privatealpha.com/ontology/certification/1#
gts,http://resource.geosciml.org/ontology/timescale/gts#
mmt,http://linkedmultimedia.org/sparql-mm/functions/temporal#
crowd,http://purl.org/crowd/
zr,http://explain.z3950.org/dtd/2.0/
defns,http://www.openarchives.org/OAI/2.0/
swpm,http://spi-fm.uca.es/spdef/models/deployment/swpm/1.0#
orth,http://purl.org/net/orth#
trig,http://www.w3.org/2004/03/trix/rdfg-1/
agr,http://promsns.org/def/agr#
cwrc,http://sparql.cwrc.ca/ontology/cwrc#
samfl,http://def.seegrid.csiro.au/ontology/om/sam-lite#
condition,http://www.kinjal.com/condition:
rdact,http://rdaregistry.info/termList/RDACarrierType/
d0,http://ontologydesignpatterns.org/ont/wikipedia/d0.owl#
salad,https://w3id.org/cwl/salad#
olac,http://www.language-archives.org/OLAC/1.0/
fire,http://tldp.org/HOWTO/XML-RPC-HOWTO/xmlrpc-howto-java.html#
eurlex,http://eur-lex.publicdata.eu/ontology/
rdfdata,http://rdf.data-vocabulary.org/rdf.xml#
kml,http://www.opengis.net/kml/2.2#
lpeu,http://purl.org/linkedpolitics/vocabulary/eu/plenary/
odbc,http://www.openlinksw.com/ontology/odbc#
rdag3,http://rdvocab.info/ElementsGr3/
bot,https://w3id.org/bot#
text,http://jena.apache.org/text#
cmdi,http://www.clarin.eu/cmd/
rdarr,http://rdaregistry.info/termList/RDAReductionRatio/
escom,http://vocab.linkeddata.es/datosabiertos/def/comercio/tejidoComercial#
babelnet,http://babelnet.org/2.0/
basic,http://def.seegrid.csiro.au/isotc211/iso19103/2005/basic#
rdaco,http://rdaregistry.info/termList/RDAContentType/
rut,http://rdfunit.aksw.org/ns/core#
bgdbr,http://bg.dbpedia.org/resource/
ecgl,http://schema.geolink.org/
lofv,http://purl.org/legal_form/vocab#
oplres,http://www.openlinksw.com/ontology/restrictions#
lsweb,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-data.owl#
olca,http://www.lingvoj.org/olca#
proms,http://promsns.org/def/proms#
jolux,http://data.legilux.public.lu/resource/ontology/jolux#
teamwork,http://topbraid.org/teamwork#
keys,http://purl.org/NET/c4dm/keys.owl#
dio,https://w3id.org/dio#
lcdr,http://ns.lucid-project.org/revision/
llm,http://lodlaundromat.org/metrics/ontology/
step,http://purl.org/net/step#
erce,http://xxefe.de/
rdagrp,http://rdaregistry.info/termList/groovePitch/
rdafs,http://rdaregistry.info/termList/fontSize/
ha,http://sensormeasurement.appspot.com/ont/home/homeActivity#
onisep,http://rdf.onisep.fr/resource/
rdag2,http://rdvocab.info/ElementsGr2/
oliasystem,http://purl.org/olia/system.owl#
diag,http://www.loc.gov/zing/srw/diagnostic/
ws,http://www.w3.org/ns/pim/space#
rdarm,http://registry.info/termList/recMedium/
airs,https://raw.githubusercontent.com/airs-linked-data/lov/latest/src/airs_vocabulary.ttl#
puml,http://plantuml.com/ontology#
ruto,http://rdfunit.aksw.org/ns/core#
sto,https://w3id.org/i40/sto#
sx,http://shex.io/ns/shex#
rdaftn,http://rdaregistry.info/termList/TacNotation/
ontosec,http://www.semanticweb.org/ontologies/2008/11/OntologySecurity.owl#
dsn,http://purl.org/dsnotify/vocab/eventset/
ncit,http://ncicb.nci.nih.gov/xml/owl/EVS/Thesaurus.owl#
esadm,http://vocab.linkeddata.es/datosabiertos/def/sector-publico/territorio#
waarde,https://lod.milieuinfo.be/ns/waarde#
reegle,http://reegle.info/schema#
voidext,http://rdfs.org/ns/void-ext#
bgt,https://bgt.basisregistraties.overheid.nl/bgt/def/
demlab,http://www.demcare.eu/ontologies/demlab.owl#
oplcb,http://www.openlinksw.com/schemas/crunchbase#
hto,http://project-haystack.org/hto#
whisky,http://vocab.org/whisky/terms/
ubiq,http://server.ubiqore.com/ubiq/core#
incident,http://vocab.resc.info/incident#
oils,http://lemon-model.net/oils#
glview,http://schema.geolink.org/dev/view/
rofch,http://rdaregistry.info/termList/rofch/
gci,http://ontology.eil.utoronto.ca/GCI/Foundation/GCI-Foundation.owl#
religion,http://rdf.muninn-project.org/ontologies/religion#
roadmap,http://mappings.roadmap.org/
omnfed,http://open-multinet.info/ontology/omn-federation#
physo,http://merlin.phys.uni.lodz.pl/onto/physo/physo.owl#
obeu,http://data.openbudgets.eu/ontology/
rdacc,http://rdaregistry.info/termList/RDAColourContent/
dao,http://purl.org/dao#
vartrans,http://www.w3.org/ns/lemon/vartrans#
oae,http://www.ics.forth.gr/isl/oae/core#
ou,http://opendata.unex.es/def/ontouniversidad#
vstoi,http://hadatac.org/ont/vstoi#
bibrm,http://vocab.ub.uni-leipzig.de/bibrm/
rdafmn,http://rdaregistry.info/termList/MusNotation/
td5,http://td5.org/#
regorg,http://www.w3.org/ns/regorg#
seokoeln,http://rankrage.de/
videogame,http://purl.org/net/vgo#
ns1,http://www.w3.org/1999/xhtml/vocab#
eccrev,https://vocab.eccenca.com/revision/
output,http://volt-name.space/vocab/output#
dicom,http://purl.org/healthcarevocab/v1#
bbccore,http://www.bbc.co.uk/ontologies/coreconcepts/
aktivesa,http://sa.aktivespace.org/ontologies/aktivesa#
dbug,http://ontologi.es/doap-bugs#
navm,https://w3id.org/navigation_menu#
kegg,http://bio2rdf.org/ns/kegg#
cd,http://citydata.wu.ac.at/ns#
tg,https://triplydb.com/Triply/tg/def/
ecglview,http://schema.geolink.org/view/
brick,https://brickschema.org/schema/Brick#
clirio,http://clirio.kaerle.com/clirio.owl#
itm,http://spi-fm.uca.es/spdef/models/genericTools/itm/1.0#
newsevents,http://www.aifb.uni-karlsruhe.de/WBS/uhe/ontologies#
rdaemm,http://rdaregistry.info/termList/emulsionMicro/
webservice,http://www.openlinksw.com/ontology/webservices#
rdatr,http://rdaregistry.info/termList/typeRec/
oplecrm,http://www.openlinksw.com/ontology/ecrm#
iana,http://www.iana.org/assignments/relation/
lmx,http://www.w3.org/XML/1998/namespace/
pp,http://peoplesplaces.de/ontology#
espresup,http://vocab.linkeddata.es/datosabiertos/def/hacienda/presupuestos#
oxi,http://omerxi.com/ontologies/core.owl.ttl#
sakthi,http://infotech.nitk.ac.in/research-scholars/sakthi-murugan-r/
rdaterm,http://rdaregistry.info/termList/RDATerms/
cpack,http://cliopatria.swi-prolog.org/schema/cpack#
moo,http://www.movieontology.org/2009/11/09/movieontology.owl#
crml,http://semweb.mmlab.be/ns/rml/condition#
mdi,http://w3id.org/multidimensional-interface/ontology#
lsqv,http://lsq.aksw.org/vocab#
rofem,http://rdaregistry.info/termList/rofem/
swo,http://www.ebi.ac.uk/swo/
vidont,http://vidont.org/
oplmkt,http://www.openlinksw.com/ontology/market#
uby,http://purl.org/olia/ubyCat.owl#
hdo,http://www.samos.gr/ontologies/helpdeskOnto.owl#
activity,https://www.w3.org/TR/activitystreams-vocabulary/
efrbroo,http://erlangen-crm.org/efrbroo/
meat,http://example.com/
rofer,http://rdaregistry.info/termList/rofer/
escjr,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/callejero#
hello,https://www.youtube.com/user/SuperTellAFriend/featured/
bbccms,http://www.bbc.co.uk/ontologies/cms/
bb,http://www.snik.eu/ontology/bb/
essglobal,http://purl.org/essglobal/vocab/v1.0/
rdasco,http://rdaregistry.info/termList/soundCont/
year,http://www.w3.org/year/
rdapmt,http://rdaregistry.info/termList/prodTactile/
voc,http://voc.odw.tw/
ssno,http://www.w3.org/ns/ssn/
oplacl,http://www.openlinksw.com/ontology/acl#
soch,http://kulturarvsdata.se/ksamsok#
h2o,http://def.seegrid.csiro.au/isotc211/iso19150/-2/2012/basic#
datex,http://vocab.datex.org/terms#
figigii,http://www.omg.org/spec/FIGI/GlobalInstrumentIdentifiers/
lslife,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-lifemapper.owl#
eccauth,https://vocab.eccenca.com/auth/
lfov,https://w3id.org/legal_form#
esapar,http://vocab.linkeddata.es/datosabiertos/def/urbanismo-infraestructuras/aparcamiento#
nlon,http://lod.nl.go.kr/ontology/
odapps,http://semweb.mmlab.be/ns/odapps#
s4envi,https://w3id.org/def/saref4envi#
yd,https://yodata.io/
lawd,http://lawd.info/ontology/
pmc,http://identifiers.org/pmc/
caplibacl,http://schemas.capita-libraries.co.uk/2015/acl/schema#
rdabf,http://rdaregistry.info/termList/bookFormat/
owsom,https://onlinesocialmeasures.wordpress.com/
jerm,http://jermontology.org/ontology/JERMOntology#
naval,http://rdf.muninn-project.org/ontologies/naval#
hva,http://www.ebusiness-unibw.org/ontologies/hva/ontology#
travel,http://www.co-ode.org/roberts/travel.owl#
task,http://deductions.github.io/task-management.owl.ttl#
traffic,http://www.sensormeasurement.appspot.com/ont/transport/traffic#
crime,http://purl.org/vocab/reloc/
cwl,https://w3id.org/cwl/cwl#
door,http://kannel.open.ac.uk/ontology#
fdbp,http://fr.dbpedia.org/property/
jpost,http://rdf.jpostdb.org/ontology/jpost.owl#
uri4uri,http://uri4uri.net/vocab#
lemonuby,http://lemon-model.net/lexica/uby/
literal,http://www.essepuntato.it/2010/06/literalreification/
koly,http://www.ensias.ma/
bsym,http://bsym.bloomberg.com/sym/
fntbox,http://www.ontologydesignpatterns.org/ont/framenet/tbox/
oplweb,http://www.openlinksw.com/schemas/oplweb#
lswmo,http://ontology.cybershare.utep.edu/ELSEWeb/elseweb-modelling.owl#
sct,http://snomed.info/id/
spcm,http://spi-fm.uca.es/spdef/models/deployment/spcm/1.0#
tsn,http://purl.org/net/tsn#
lheo,http://www.conjecto.com/ontology/2015/lheo#
owl2xml,http://www.w3.org/2006/12/owl2-xml#
rofrr,http://rdaregistry.info/termList/rofrr/
ttp,http://eample.com/test#
dataid,http://dataid.dbpedia.org/ns/core#
tix,http://toptix.com/2010/esro/
lmo,http://linkedmultimedia.org/sparql-mm/ns/2.0.0/ontology#
sgg,http://www.springernature.com/scigraph/graphs/
geovoid,http://purl.org/geovocamp/ontology/geovoid/
ruian,https://data.cssz.cz/ontology/ruian/
eem,http://purl.org/eem#
l2sp,http://www.linked2safety-project.eu/properties/
mexv,http://mex.aksw.org/mex-algo#
rdaz,http://rdaregistry.info/Elements/z/
olac11,http://www.language-archives.org/OLAC/1.1/
open311,http://ontology.eil.utoronto.ca/open311#
sdt,http://statisticaldata.linkedwidgets.org/terms/
fnabox,http://www.ontologydesignpatterns.org/ont/framenet/abox/
organ,http://www.univalle.edu.co/ontologies/Organ#
fog,https://w3id.org/fog#
uneskos,http://purl.org/voc/uneskos#
gont,https://gont.ch/
pid,http://permid.org/ontology/organization/
ali,http://www.niso.org/schemas/ali/1.0/
studiop,http://purl.org/resource/pilatesstudio/
dicera,http://semweb.mmlab.be/ns/dicera#
